from,to,text,time_start,time_end,comment
F2-1,TWA317,t w a three seventeen descend and maintain one thousand six hundred,839.01,842.00,
TWA317,F2-1,one thousand six hundred t w a three seventeen we have the traffic in sight about one o'clock,842.26,845.78,
F2-1,TWA317,t w a three seventeen that's your traffic he`s starting to slow you'll need to slow to stay behind him you're cleared for the mount vernon visual approach runway three six follow him to the airport,845.99,852.97,
TWA317,F2-1,okay follow him cleared visual two t w a two seventeen,853.65,858.00,"sounds like pilot use wrong trip number, e g two seventeen"
F2-1,SWIFT61,swift six one traffic no factor join the localizer and contact andrews radar one one niner point three,859.49,864.38,
F2-1,NAE4985,eagle flight forty nine eighty five descend and maintain three thousand,869.44,872.20,
F2-1,TPS6511,trump sixty five eleven if practical descend- descent begin reducing to a hundred and seventy knots you're following a dash seven,879.58,885.00,
TPS6511,F2-1,all right sir a hundred and seventy knots,885.15,886.99,
F2-1,NAE4985,eagle flight forty nine eighty five do you have runway three three in sight,887.78,890.57,
F2-1,NAE4985,eagle flight forty nine eighty five cleared for a visual approach to runway three three and i'm gon- i'm going to ask you to pick your speed back up now to a hundred and seventy knots till five d m e,893.19,902.15,
F2-1,NAE4985,there'll be a t w a ah d c nine ah correction m d eighty off your left side he's going to land three six behind you,906.61,912.31,
F2-1,TWA317,t w a three seventeen reduce speed to hundred and seventy knots and hold that till five d m e,915.71,919.33,
TWA317,F2-1,slow one seventy t w a three seventeen,919.87,921.45,
F2-1,USA1627,u s air sixteen twenty seven turn left heading two five zero,921.55,924.58,
USA1627,F2-1,left heading two five zero u s air sixteen twenty seven,924.78,927.10,
F2-1,TWA317,t w a three seventeen there'll be an a t forty two off your right side he's going to land three three ahead of you,934.71,939.18,
TWA317,F2-1,t w a three seventeen no contact,940.99,942.42,
F2-1,NAE4985,eagle flight forty nine eighty five if practical i'd like for you to hold a hundred and seventy knots till three d m e can you do that,946.13,950.80,
F2-1,NAE4985,all right do that and contact the tower now one one niner point one,953.58,956.06,
F2-1,TPS6511,trump ah sixty five eleven turn right heading two seven zero,974.57,977.54,
TPS6511,F2-1,sixty five eleven,977.73,979.23,
F2-1,USA1627,u s air sixteen twenty seven turn left heading one niner zero,989.00,992.10,
USA1627,F2-1,left to one nine zero u s air sixteen twenty seven,992.51,994.80,
F2-1,TPS6511,trump sixty five eleven turn right heading two eight zero and a speed of a hundred and seventy knots please,997.72,1001.84,
TPS6511,F2-1,that's where we are two eighty on the heading,1001.87,1003.61,
TWA317,F2-1,t w a go to ground ah tower,1016.18,1017.75,
F2-1,TWA317,t w a three seventeen tower nineteen one sorry good day,1017.78,1020.06,
TWA317,F2-1,roger,1020.06,1020.37,
TPS6511,F2-1,and sixty five eleven has the field in sight sir,1024.87,1027.11,
F2-1,TPS6511,trump sixty five eleven ah turn right heading two niner zero join the river and you're cleared for the mount vernon visual approach runway three six,1027.09,1033.08,
TPS6511,F2-1,alrighty thank you much sixty five eleven,1033.08,1035.09,
NWA1873,F2-1,northwest eighteen seventy three ten with echo,1035.09,1037.56,
F2-1,NWA1873,northwest eighteen seventy three washington approach expect a ten mile final,1037.56,1040.31,
NWA1873,F2-1,okay fine,1040.83,1041.61,
F2-1,USA1627,u s air sixteen twenty seven descend and maintain two thousand five hundred and turn right heading two five zero you'll need ah to start slowing to a hundred and seventy knots if i did not already give you that,1082.89,1091.48,
USA1627,F2-1,u s air sixteen twenty seven roger descend to two thousand five hundred and turn ah right heading i believe it's two five zero and slow to a hundred and seventy knots,1093.55,1099.80,
F2-1,USA1627,roger thank you sir,1099.76,1100.61,
F2-1,TPS6511,trump fifteen eleven contact the tower now one one niner point one hold a hundred and seventy knots till oxonn please,1100.82,1105.75,
TPS6511,F2-1,all right sir you have a good night,1105.75,1107.02,
F2-1,TPS6511,good night,1107.03,1107.45,controller used incorrect id
F2-1,USA1627,u s air sixteen twenty seven turn right heading three four zero,1118.01,1120.83,
USA1627,F2-1,right turn three four zero u s air sixteen twenty seven,1121.10,1123.32,
F2-1,NWA1873,northwest eighteen seventy three would like to deviate five miles south now due to weather,1144.00,1147.50,
F2-1,NWA1873,northwest eighteen seventy three ah two five zero heading be okay for you,1147.81,1151.86,
NWA1873,F2-1,that's enough,1151.86,1152.45,
F2-1,NWA1873,fly heading two five zero descend and maintain five thousand northwest eighteen seventy three,1152.45,1156.41,
NWA1873,F2-1,thank you out of ten for five two fifty on the deviation eighteen seventy three,1156.58,1159.79,
USA1627,F2-1,blocked,1162.80,1163.40,
F2-1,USA1627,u s air sixteen twenty seven advise the river in sight,1163.56,1165.99,
USA1627,F2-1,river in sight u s air sixteen twenty seven,1166.60,1168.07,
F2-1,USA1627,u s air sixteen twenty seven join the river heading three four zero and you're cleared for the mount vernon visual approach runway three six,1168.07,1173.23,
USA1627,F2-1,thank you sir ah join the river on a three forty heading cleared mount vernon three six u s air sixteen twenty seven,1173.81,1177.75,
F2-1,USA1627,and you're following company d c nine at one o'clock and ah four miles seven thirty seven out of twenty three hundred feet descending if your altitude is going to be a problem let me know and i can take you back around and get you down,1177.75,1188.28,
USA1627,F2-1,all right no sir it'll be all right on the altitude ah and what speed did you want just maintain a hundred and seventy for now is that it,1188.69,1193.53,
F2-1,USA1627,ah maintain a hundred and seventy knots till oxonn u s air sixteen twenty seven company is doing the same,1193.57,1197.86,
USA1627,F2-1,roger one seventy till oxonn sixteen twenty seven,1198.11,1199.93,two parties were transmitting simultaneously
N44W,F2-1,d c approach ah commander four niner four four whiskey is with you brooke ah over the brooke v o r at two five hundred enroute to the westminster v o r,1207.45,1218.44,
F2-1,N44W,and at brooke you need to contact dulles approach on one two four point six five,1218.49,1222.36,
N44W,F2-1,one two four point six five,1222.75,1225.16,
F2-1,AJA041,air jamaica zero four one washington proceed direct to nottingham resume the nottingham two arrival descend and maintain one two thousand the washington altimeter is two niner niner eight,1232.00,1240.69,aircraft is apparently on another frequency and transitioning to baltimore
USA1975,F2-1,u s air's nineteen seventy five ten thousand with ah foxtrot,1247.11,1250.28,
F2-1,USA1975,u s air nineteen seventy five washington approach roger,1250.39,1252.72,
F2-1,USA1627,u s air sixteen twenty seven there's a dash eight at your six o'clock and about a mile and a half two miles he's got you visually and he's going to follow you to the airport,1253.49,1260.14,
USA1627,F2-1,u s air sixteen twenty seven thank you sir,1260.55,1262.22,
F2-1,USA1627,u s air sixteen twenty seven tower now one one niner point one,1262.31,1264.92,
USA1627,F2-1,nineteen one for the tower good day u s air sixteen twenty seven,1265.14,1267.35,
F2-1,NWA1873,northwest eighteen seventy three if practical in descent begin reducing speed to one seven zero descend and maintain three thousand,1299.12,1304.41,
NWA1873,F2-1,one seventy knots is practical in the descent and three thousand feet we'll do it eighteen seventy three,1304.68,1309.45,
F2-1,USA1975,u s air nineteen seventy five turn left heading two five zero descend and maintain five thousand,1318.11,1322.12,
USA1975,F2-1,two fifty on the heading and five thousand feet u s air's nineteen seventy five,1322.24,1326.54,
F2-1,NWA1873,northwest eighteen seventy three turn right heading two seven zero,1349.09,1351.82,
NWA1873,F2-1,heading two seven zero northwest eighteen seventy three we have the river and the airport,1352.14,1355.63,
F2-1,NWA1873,roger,1355.67,1356.24,
F2-1,AJA041,jamaica zero four one ah cross nottingham at or below niner thousand maintain seven thousand,1385.05,1390.55,
F2-1,NWA1873,northwest eighteen seventy three turn right heading three one zero join the river cross ten d m e at or above two thousand five hundred you're cleared for the mount vernon visual approach runway three six,1396.13,1403.77,
NWA1873,F2-1,three ten join the river ten d m e at or above two thousand five hundred cleared mount vernon visual northwest eighteen seventy three,1403.83,1409.79,
N4TV,F2-1,washington center cessna seven three four tango victor over,1415.83,1418.40,
F2-1,N4TV,november four tango victor washington,1419.15,1420.77,
N4TV,F2-1,that's affirmative sir,1436.53,1437.44,
N4TV,F2-1,yes sir at ah at ah the ah the daily outer marker and then we'll be doing a v f r a d f into davison,1443.57,1450.29,
F2-1,USA1975,u s air nineteen seventy five turn right heading two seven zero,1452.61,1455.05,
USA1975,F2-1,two seventy on the heading u s air's nineteen seventy five,1455.64,1457.69,
F2-1,AJA041,jamaica zero four one turn right heading zero niner zero,1459.62,1462.10,
F2-1,N4TV,four tango victor i'll tell you what just ah circumnavigate the t c a and you can contact ah ah standby one i get ah hold on one second let me see if they're open,1465.36,1474.86,
N4TV,F2-1,we're outside the t c a sir we're well clear,1478.25,1480.28,
F2-1,N4TV,four tango victor ah davison tower is open they advise there's traffic near the marker right now inbound to the airport,1503.78,1510.35,
N4TV,F2-1,tango victor roger i do not have traffic,1511.97,1514.25,
F2-1,N4TV,four tango victor roger you can just circumnavigate the t c a and contact davison tower on one two six point three they'll be able to pick you and give you that service,1514.95,1522.38,
N4TV,F2-1,one two six three thanks a lot,1522.61,1523.84,
F2-1,USA1975,u s air nineteen seventy five turn left heading two three zero,1524.20,1526.82,
USA1975,F2-1,left to two three zero u s air nineteen seventy five,1527.05,1529.52,
F2-1,AJA041,jamaica zero four one turn left heading zero four zero and join the nottingham zero seven one radial resume the nottingham two arrival descend and maintain five thousand,1529.66,1537.68,
F2-1,USA1975,u s air nineteen seventy five descend and maintain four thousand,1542.10,1545.20,
USA1975,F2-1,four thousand u s air's nineteen seventy five,1545.40,1547.73,
F2-1,AJA041,jamaica zero four one contact baltimore approach one one niner point seven,1548.07,1552.08,
F2-1,NWA1873,northwest eighteen seventy three contact the tower now one one niner point one,1558.15,1561.43,
NWA1873,F2-1,nineteen one northwest eighteen seventy three,1561.54,1563.25,
DAL1765,F2-1,washington approach delta seventeen sixty five one zero thousand and we have foxtrot,1568.99,1573.48,
F2-1,DAL1765,delta seventeen sixty five washington approach proceed direct washington,1573.46,1576.63,
DAL1765,F2-1,roger seventeen sixty five,1576.76,1578.10,
F2-1,USA1975,u s air nineteen seventy five turn right heading two niner zero descend and maintain two thousand five hundred,1578.19,1582.47,
USA1975,F2-1,two nine zero and two thousand five hundred u s air nineteen seventy five,1582.65,1586.32,
F2-1,USA1975,ah you're following company d ah correction a northwest d c nine off your right side there at about two to three o'clock now out of twenty seven hundred feet descending now over the river,1586.55,1594.98,
USA1975,F2-1,in sight u s air's nineteen seventy five,1595.52,1597.39,
F2-1,USA1975,u s air nineteen seventy five follow the northwest jet cross ten d m e at or above two thousand five hundred you're cleared for the mount vernon visual approach runway three six,1597.62,1604.53,
F2-1,USA1975,u s air nineteen seventy five that traffic's starting to slow now he's showing two ten over the ground and you're showing two sixty,1607.20,1612.51,
USA1975,F2-1,we'll throw out the anchor,1612.55,1613.78,
F2-1,USA1975,roger,1613.85,1614.56,
F2-1,USA1975,u s air nineteen seventy five traffic one o'clock now less than a mile southwest bound altitude indicates one thousand four hundred,1632.95,1639.37,
USA1975,F2-1,looking keep us advised please u s air's nineteen seventy five,1639.45,1642.00,
F2-1,USA1975,u s air nineteen seventy five traffic no factor contact the tower now one one niner point one,1669.60,1673.48,
USA1975,F2-1,call the tower good night u s nineteen seventy five,1673.75,1675.80,pilot used incomplete company name
F2-1,DAL1765,delta seventeen sixty five descend and maintain five thousand,1710.72,1713.55,
DAL1765,F2-1,cleared down to five thousand delta seventeen sixty five,1714.19,1716.60,
F2-1,DAL1765,delta seventeen sixty five turn left heading one niner zero,1809.76,1813.20,
DAL1765,F2-1,left one niner zero delta seventeen sixty five what's our sequence on the approach tonight,1813.52,1817.23,
F2-1,DAL1765,well right now you're number two but the one that you're following is on a three mile final i'll have further descent here shortly,1819.19,1825.25,
DAL1765,F2-1,very good thank you,1826.03,1827.26,
F2-1,DAL1765,ah about a six mile final for the noise abatement,1827.33,1830.39,
DAL1765,F2-1,okay,1830.89,1831.66,
F2-1,DAL1765,delta seventeen sixty five descend and maintain one thousand six hundred,1876.76,1879.87,
DAL1765,F2-1,cleared down to one thousand six hundred delta seventeen sixty five,1880.35,1883.40,
F2-1,DAL1765,delta seventeen sixty five do you have the river in sight,1935.07,1937.19,
DAL1765,F2-1,yes sir we have the river in sight,1937.76,1939.11,
F2-1,DAL1765,delta seventeen sixty five turn in no closer than oxonn for noise abatement it's just off your right hand side now and you're cleared for the mount vernon visual approach runway three six start your turn westbound any time,1939.43,1948.68,
DAL1765,F2-1,okay start our turn westbound and ah clear the river visual delta seventeen sixty five,1949.04,1953.86,
F2-1,DAL1765,delta seventeen sixty five traffic at ah one o'clock and two miles northbound altitude indicates one thousand,1953.86,1961.24,
DAL1765,F2-1,ah we're looking seventeen sixty five,1962.38,1964.38,
F2-1,DAL1765,now he's at eleven o'clock to you through the turn,1964.57,1966.80,
DAL1765,F2-1,ah i haven't picked him up yet,1970.83,1972.13,
F2-1,N5KB,lear five kilo bravo washington approach normal speed expect further descent east of casanova,1975.51,1980.46,aircraft is apparently on another frequency
F2-1,DAL1765,delta seventeen sixty five traffic no factor,1994.90,1997.36,
DAL1765,F2-1,seventeen sixty five,1997.49,1999.01,
F2-1,DAL1765,delta seventeen sixty five contact the tower now one one niner point one,2012.09,2015.46,
DAL1765,F2-1,one nineteen one thank you good day,2015.76,2017.26,
F2-1,DAL1765,good day,2017.45,2018.01,
F2-1,N5KB,citation five kilo bravo descend and maintain one six thousand the washington altimeter is two niner niner niner,2038.51,2044.57,"controller called the aircraft a citation, previously called it a lear"
F2-2,TWA312,t w a three twelve washington approach roger,2280.98,2283.31,aircraft was apparently on another frequency
F2-2,N5KB,citation five kilo bravo cross one two northeast of nottingham at five thousand,2288.67,2292.86,
F2-2,N5KB,that's twelve northeast at five twelve northeast of nottingham at five,2299.88,2303.23,
F2-2,TWA312,t w a three twelve descend and maintain one six thousand washington altimeter two niner niner niner,2327.00,2333.30,
USA8005,F2-2,washington approach u s air eight thousand and five one zero thousand with foxtrot,2518.19,2522.79,
F2-2,N5KB,lear six five kilo bravo contact baltimore approach one one nine seven good day,2523.59,2527.02,
USA1431,F2-2,ah u s air fourteen thirty one is with you descending to ten with kilo,2529.00,2531.92,
F2-2,USA1431,u s air fourteen thirty one washington depart baltimore two forty radial,2531.96,2534.97,
USA1431,F2-2,depart the two forty of ah baltimore u s air fourteen thirty one,2536.43,2539.35,
F2-2,USA8005,u s air eight thousand five with me,2542.92,2544.56,
USA8005,F2-2,yes sir one zero thousand with foxtrot eight thousand five,2544.63,2547.73,
F2-2,USA8005,all right you landing a national sir eight thousand five,2547.79,2550.31,
USA8005,F2-2,affirmative,2550.39,2551.30,
F2-2,USA8005,thank you,2551.37,2552.35,
F2-2,TWA312,t w a three twelve cross one two northeast of nottingham at five thousand,2563.90,2567.98,
F2-2,USA8005,u s air eight thousand and five descend and maintain five thousand,2645.48,2648.11,
USA8005,F2-2,out of ten for five thousand u s air eight thousand and five,2648.81,2651.68,
F2-2,USA1431,u s air fourteen thirty one descend and maintain five thousand,2694.24,2696.93,
USA1431,F2-2,descend to five u s air fourteen ah thirty one,2697.68,2700.51,
F2-2,USA8005,u s air eight thousand and five turn left heading one nine zero,2705.66,2708.18,
USA8005,F2-2,heading one ninety u s air eight thousand and five,2708.89,2710.99,
F2-2,TWA312,t w a three twelve contact baltimore approach one one niner point seven,2721.02,2724.37,
F2-2,TWA312,good day,2726.60,2727.47,
F2-2,USA1431,u s air fourteen thirty one turn left heading one niner zero,2758.22,2761.04,
USA1431,F2-2,left one ninety u s air fourteen thirty one,2761.09,2763.09,
F2-2,USA8005,u s air eight thousand and five your sequence will be number one descend and maintain three thousand,2780.48,2784.84,
USA8005,F2-2,three thousand u s air eight thousand five,2785.31,2787.73,
F2-2,USA8005,u s air eight thousand and five turn right heading two five zero,2834.87,2837.67,
USA8005,F2-2,heading two fifty eight thousand five,2837.88,2839.59,
F2-2,USA8005,u s air eight ah correction u s air eight thousand and five descend and maintain one thousand six hundred,2854.97,2859.16,
USA8005,F2-2,one thousand six hundred airport in sight eight thousand five,2859.62,2863.30,
N34Y,F2-2,good evening washington navajo three five three four yankee checking in six thousand with foxtrot,2882.78,2887.76,
F2-2,USA8005,u s air eight thousand and five turn right heading three five zero cleared mount vernon approach contact tower,2887.80,2891.58,
USA8005,F2-2,u s air eight thousand five,2891.97,2893.68,
N34Y,F2-2,ah good evening washington navajo three five three four yankee checking in six thousand with foxtrot,2901.24,2906.07,
F2-2,N34Y,navajo three five three four yankee washington approach roger altimeter two niner niner eight expect visual approach to runway three three,2906.14,2912.69,
N34Y,F2-2,expect a visual three three three four yank,2913.10,2915.61,
F2-2,USA1431,u s air fourteen thirty one reduce speed to two one zero,2921.53,2924.15,
F2-2,USA1431,ah it's about another six miles south,2927.80,2929.64,
USA1431,F2-2,okay thank you,2929.73,2930.33,
